GENE_ID,treat_1,treat_2,treat_3,control_1,control_2,control_3
IMMP1L,682,667,641,659,623,730
PGAP2,895,565,704,595,671,718
TUT1,786,342,271,467,994,549
ZNF214,329,314,491,436,125,296
ZNF215,179,99,128,13,68,112
HSD17B12,6673,6146,6303,7834,4146,5507
APIP,801,521,612,970,918,633
PAMR1,3884,1764,2442,3959,756,1976
DGKZ,34540,15292,10884,5098,10319,21150
EIF3M,3968,2269,2698,3935,1999,3468
TNKS1BP1,5766,2426,1857,4381,3648,3465
SERPING1,3889,356,708,3695,628,513
SSRP1,7781,3297,3881,5950,2991,3797
SLC43A1,452,75,80,258,208,187
PTPRJ,16146,5672,7061,8365,5800,6593
C11orf49,4048,1041,1034,1731,1062,1257
ARFGAP2,6407,4330,4430,5521,4588,4673
CELF1,14840,8070,9012,7838,6165,9255
HIKESHI,1173,997,1115,1057,711,1022
CCDC81,165,123,71,256,48,109
SESN3,26226,30888,38093,18052,13100,28522
ENDOD1,9746,8214,7162,14997,11079,7393
CCDC82,4493,6187,7438,3714,4511,5162
KLHL35,947,354,477,388,651,717
TENM4,18210,8343,8267,10258,4200,9932
SERPINH1,1807,231,408,2202,1884,518
CAPN5,5573,1990,1847,4608,1320,2096
INTS4,2070,1345,1151,1962,1276,1299
PAK1,23834,13815,13631,1619,3341,11792
RPS3,7351,4716,5476,5935,6109,5090
ZC3H12C,2772,2366,2870,5428,1860,1743
TTC12,720,396,492,1011,439,420
NCAM1,39047,20229,22283,32621,24765,41704
DRD2,195,85,72,59,114,100
C11orf52,0,0,5,41,0,1
HTR3B,217,202,126,0,10,180
NPAT,2985,2490,3268,2595,1598,2032
ATM,14042,12001,16257,13271,12829,8798
AASDHPPT,3833,3296,3432,1788,1484,3134
GLB1L2,1995,1179,1188,990,1274,1245
SLX4IP,1374,900,1275,1231,1115,815
LAMTOR1,3060,1210,1336,2180,2827,1206
P4HA3,93,24,39,19,31,14
GRIK4,4569,1165,2545,4745,2073,2282
ST14,1448,95,6,119,117,46
HYOU1,18716,8613,6833,7696,5915,9758
ADAM33,1037,349,424,1555,1028,583
SLC22A8,930,352,232,67,38,396
KAT14,4394,2277,2398,2393,1944,2535
TKFC,1799,848,880,1329,878,1153
MTA2,5346,1796,1440,4295,3231,2104
TMEM138,986,368,532,976,637,694
FADS1,8846,6215,6279,13746,6671,5596
TMC2,80,48,161,85,162,97
ROM1,1653,548,468,2096,1035,637
EML3,2961,1106,1156,2952,2186,1689
INCENP,3653,941,1129,1217,1327,1673
ZP1,33,27,22,27,5,38
PLCH2,5711,3252,3101,1857,2734,3187
CPSF7,5016,2740,3179,5275,2895,3311
B3GAT3,4395,1898,1731,2350,2219,2876
EI24,5083,3781,3762,3688,3128,3309
CCDC15,247,164,159,312,118,106
CHEK1,415,137,270,254,140,156
FEZ1,12629,10642,10181,17994,13235,9777
ESAM,2078,457,565,1532,1668,755
KIRREL3,4972,2230,2788,1716,1484,3361
MPZL2,195,6,92,51,33,0
SCN2B,12851,8871,7029,2045,2383,11711
SIDT2,5634,2142,2366,4127,2978,2954
TMEM25,1794,713,1078,908,986,2332
TAGLN,5659,787,1318,1426,2311,855
JPH2,542,48,116,287,215,64
DUSP15,512,184,172,453,486,275
COMMD7,2988,1624,1862,1410,1034,1637
C20orf144,208,163,159,155,87,187
KIAA1755,4209,2321,1950,6917,9317,2880
SPATA25,213,51,72,217,239,100
DSN1,585,556,582,326,139,424
SOGA1,21903,8881,9616,23781,21118,13136
CNBD2,15,63,80,55,13,36
CDH22,4860,867,812,303,692,1634
LSM14B,8126,4042,4252,3439,2657,4728
YTHDF1,6077,3224,3056,4473,2366,2875
CABLES2,1769,627,594,717,532,649
LTO1,1536,984,1313,969,1708,1217
GPHA2,25,14,19,40,42,7
SLC22A9,215,198,153,17,11,174
TRPT1,541,254,212,526,262,365
NUDT22,1193,438,405,952,849,719
FERMT3,2221,197,219,646,504,313
PLCB3,2160,475,574,1887,1058,690
MRPL49,1164,515,334,525,1076,757
CDC42EP2,1183,752,638,2046,1996,891
FAU,5389,1187,1030,5008,2526,1740
TM7SF2,2313,1191,951,1893,1651,1296
VPS51,5936,2308,1917,3776,3274,3419
TBX6,50,15,14,163,76,53
PPP4C,2330,868,739,1735,1007,872
ALDOA,45813,13268,14445,12785,10575,22217
TLCD3B,1659,851,725,221,1055,665
DOC2A,6400,2347,3618,376,1273,3320
HIRIP3,1101,429,632,1100,616,626
TAOK2,11461,5235,5142,6631,5508,7218
TMEM219,1172,615,908,1130,1172,1045
HMGA2,51,6,0,56,0,0
MMP3,13,15,104,4,36,12
CNKSR2,18222,11884,15889,3153,2867,12326
CNTN5,2311,1890,2616,309,501,1924
KLRF1,30,0,16,12,0,27
CLEC1A,139,63,26,69,48,42
MKX,687,1113,599,293,111,955
MPP7,2175,1304,2259,155,282,1433
ITGB1,9476,4462,5271,10542,7384,4215
FXYD4,6,8,0,34,15,7
PCDH15,3708,2904,4075,1925,3583,2327
CTF1,148,53,48,214,127,107
CWC15,1836,1398,1454,1428,766,1064
FCGR1A,4707,437,495,1033,770,324
ARID5B,9451,4631,6951,6897,4029,5603
KLHL1,1051,450,1454,57,463,645
CDH8,7253,5096,5887,504,705,4481
DCUN1D2,1585,914,828,926,481,775
TMCO3,2945,1594,2402,2306,2345,2556
TMEM218,462,321,465,807,403,435
TIRAP,718,367,540,606,271,366
EEF1AKMT1,502,350,293,525,253,280
LATS2,1203,268,390,1964,870,337
SAP18,4934,3722,4951,5609,4281,3537
ADGRL3,24264,16083,21138,10588,11313,16017
KIAA1328,1202,861,1373,1243,852,687
FAM124A,3014,1754,1604,5514,4760,2104
MIA2,2183,1705,2096,1282,1334,1493
HNMT,764,670,678,2223,603,542
LYPD1,1764,778,979,921,1163,976
LYPD6B,131,92,62,22,9,77
PDCD4,2574,1270,3323,2580,2557,2542
ADRA2A,2005,1149,715,184,471,1194
GPM6A,50664,99225,119099,31193,27223,73814
WDR17,7372,7577,8322,2204,2303,5268
SPATA4,53,61,65,31,10,28
VEGFC,300,95,139,274,187,78
CCDC102B,482,509,415,616,395,526
CD226,847,356,367,355,505,221
CNDP1,4206,6875,3663,17461,12068,5046
FSIP1,576,621,941,230,398,572
DLG2,33531,27085,29204,16010,19578,26718
RGS18,241,105,253,193,183,103
PRSS23,1783,480,699,832,298,437
MTMR12,5624,3773,3562,2297,2059,4204
PPP1R1C,113,239,116,104,105,48
CCT5,9854,4916,5645,4940,3070,4076
ATPSCKMT,637,1016,1246,779,651,1344
DOCK1,8779,6686,6591,23321,14173,6281
DIXDC1,9093,9067,9500,5785,7206,8555
DLAT,4126,2714,2202,2367,1790,3430
PIH1D2,138,82,134,253,66,66
NKAPD1,1151,1055,1153,2095,865,989
TIMM8B,1436,765,635,689,1031,761
IL18,929,196,369,324,523,271
TEX12,16,3,41,3,11,2
PTS,1254,1712,1656,656,889,1120
PIP4K2A,8593,9999,7158,19318,20593,8932
C2orf50,428,105,87,225,38,145
FREM2,3857,2954,2787,7933,1528,2295
FOXO1,2758,1586,2337,4377,3075,2223
CRIM1,15977,7591,7093,12641,6214,8267
SEC24D,3459,1358,1149,1050,882,1421
ABCB9,2551,1191,1376,1076,920,1884
RILPL2,1600,606,559,604,488,715
DHX37,2600,984,903,1673,1443,1422
UBC,15873,4366,4383,7135,3029,4172
ITPR1,35395,22902,18439,2922,4621,22543
TKTL2,50,24,24,27,42,86
PRSS53,559,160,542,616,393,626
SLC7A11,8780,11382,15013,12715,5150,9852
NOCT,1592,557,577,594,468,578
ENKUR,429,609,503,1757,241,515
GPR158,12888,8818,8071,9451,2890,7330
CACNA2D4,244,21,47,82,157,45
DCP1B,1136,501,516,980,443,607
CACNA1C,19690,4212,9764,2696,2651,9993
KCNA6,6315,3561,2450,2156,171,558
THRB,12595,9110,10270,2402,1918,9949
NGLY1,2315,1590,1549,1499,1189,1240
OXSM,252,103,242,174,93,111
UEVLD,1394,1145,1210,1636,1023,902
TMEM86A,2672,1172,1688,1688,1298,1327
C12orf45,6471,5717,6000,1597,4005,6425
TMEM263,2443,464,3423,1658,1035,1671
BTBD11,1818,535,665,230,311,886
UBE3B,6882,3262,3470,4551,3082,4135
ANK3,45573,33086,28754,23904,28736,27044
IPMK,1530,1860,2553,951,1107,1614
RAD9B,92,49,93,107,32,22
PLBD2,10978,3315,3005,3981,3781,4825
DLG5,10099,4618,4268,9035,5084,5320
MAT1A,36,0,0,4,0,0
SLC2A13,15936,13469,19760,1169,3651,13199
GXYLT1,2055,1847,2739,2362,1535,1860
TWF1,3393,3610,4407,4263,3218,3170
DIP2C,13588,5881,6497,9134,8090,7075
EIF4E,5552,7723,8222,2857,3808,6019
MAGI1,12245,7955,8598,5478,5386,7362
TEX30,155,177,180,161,164,158
CSNK1G3,2440,1602,3135,1594,1710,1489
SRFBP1,1110,590,694,814,428,540
AKAP6,37502,34602,29768,17925,21294,28145
NPAS3,5000,3220,3755,14098,3359,3347
FAM177A1,2634,3466,3529,2011,3209,2541
MBIP,895,1320,1650,984,710,1077
MIPOL1,916,1006,1349,495,417,880
EXT2,3302,1570,1718,3415,1597,2215
TMEM18,1308,712,1010,833,807,918
ALLC,9,0,0,12,0,0
KCTD14,142,72,61,88,16,60
THRSP,41,45,11,71,22,48
NDUFC2,6351,4001,4706,2316,2265,3488
ME3,4485,2106,2103,1490,1239,2713
ADAMTS12,392,40,138,788,94,47
NUBPL,1089,1024,1111,867,561,801
NEK7,2278,4660,5998,5198,6604,3807
FER,7834,7883,9511,9308,5591,6325
VIPAS39,1741,1013,997,1354,971,975
ANKRD50,7493,4625,7894,3438,2611,4477
UPF2,5441,3880,4372,3830,2753,3581
CDC123,3879,2054,2497,1748,1148,1850
SCLT1,1332,1217,1585,1569,814,1019
CCDC3,7408,2220,3359,1014,2903,3781
C4orf33,608,660,762,514,536,607
FRMD4A,15044,5991,6579,8403,8838,5646
PTPRO,6808,2996,3963,660,1399,3223
EPS8,4640,1993,2085,4819,2914,1650
ACAD8,3297,2304,2080,2312,2037,2470
THYN1,2232,1511,1708,1463,815,1200
VPS26B,12654,5964,5675,5329,3946,6266
NCAPD3,2415,1059,1579,2008,1777,1432
VTI1A,4814,2949,3109,2158,2390,2904
QDPR,7586,13857,7647,15048,18158,11600
FAM160B1,3884,3196,3773,2220,1503,3254
ANO4,2818,2632,3025,3018,3861,2405
TEX9,186,146,166,537,251,177
QTRT2,669,424,885,558,510,399
MMAA,1157,940,1398,1008,653,882
ZNF827,5201,3210,3669,3860,2644,3214
EDNRA,1035,242,284,1068,505,204
NR3C2,3936,1800,2079,4046,1349,2362
AKR1C2,677,316,427,461,185,188
DPYSL4,5864,2620,2959,1212,2112,3086
VENTX,80,19,11,34,17,0
ADAM8,576,98,55,205,239,228
ITIH2,1851,110,337,2067,309,314
KIN,1317,1172,1165,1116,1070,1239
PIGF,758,775,1197,732,561,665
ANKAR,907,607,1011,1233,856,653
INPP1,1753,1581,1625,1686,1760,1885
MFSD6,6733,10649,9363,3632,5322,10806
RNF144A,5804,3549,4332,5219,5889,4762
ASAP2,5701,5302,4308,5606,3213,4723
ADAM17,3528,2255,3106,3574,1860,1864
FLI1,2334,553,419,1641,1684,865
KCNJ1,126,36,94,66,9,38
TMEM45B,152,41,54,167,63,31
WWC2,2827,1684,2482,3317,2269,1663
CENPU,81,50,107,53,86,46
ACSL1,5712,2459,2057,3874,4469,2523
SLC25A4,14856,9679,9738,5119,4669,11164
AMN1,2022,1649,1251,883,560,1027
BICD1,12413,7883,8179,8307,5034,7697
SAV1,1814,2966,3479,2067,1985,2054
CCDC122,143,342,435,181,404,144
SERP2,1756,911,850,584,451,822
NBAS,13546,8653,9539,8488,5997,7840
ZNF385D,6594,5214,6234,3203,2127,5148
TDO2,75,122,85,5,22,60
GUF1,3884,3345,3652,2759,1884,3030
SLC35F4,79,44,63,29,56,105
GABRA2,10601,10173,10172,3732,2084,7624
SACS,5013,4186,3391,1956,9440,2904
CCDC175,115,52,51,153,44,60
PABPC3,79,20,15,60,8,22
CENPJ,1495,745,1123,802,1046,631
FBXO4,414,270,369,378,246,275
TMEM267,478,477,437,207,240,379
CCL28,242,110,205,53,35,141
PARP8,4572,3461,4058,2649,1349,2642
GFRA1,2514,2558,2032,1440,1975,2229
CACUL1,8042,6639,8315,4759,3985,5994
DST,140659,95986,108722,201853,100796,76230
BEND6,2441,2965,2480,1164,862,2133
TIAL1,4417,3988,4141,4117,3380,3444
BAG3,2821,619,512,3060,808,680
GLT1D1,3994,2968,2708,300,981,2988
TMEM132D,11252,5444,5110,584,2724,5673
RBM46,7,4,0,98,0,21
SCHIP1,3370,2140,2986,4622,2535,2165
MCHR2,1659,1126,952,10,94,849
KCNE4,620,98,164,601,338,127
AP1S3,195,215,180,58,98,208
RABGAP1L,9090,14511,17894,5318,7940,13444
CCDC74B,258,119,89,347,33,105
TLCD4,2337,3405,3587,1434,1380,3619
MZT2B,3844,1035,1040,1552,1911,1400
TUBA3E,29,0,8,49,34,22
ASTN1,37434,14198,15376,26800,9203,17107
FAM168B,23279,19649,22706,13031,13780,24517
PTPN14,3862,2343,2157,2201,2095,2898
MGAT5,12566,8779,9774,11083,9089,9708
TMEM163,1548,1249,1071,1556,761,573
GPATCH11,2143,1715,2028,1867,973,1500
HSPB8,9754,3694,3096,20069,4437,2389
GEMIN6,633,373,378,399,132,280
TMEM178A,3853,3343,2817,2897,2977,3685
POU4F1,41,60,56,55,44,64
OBI1,1954,1659,2097,1070,821,1606
CYSLTR2,74,54,55,293,55,50
GRID2,3043,2641,2318,1208,2242,1882
ARL11,359,22,34,160,46,43
RIT2,796,707,749,232,262,565
SETBP1,9140,3775,3737,4098,2475,3881
ARL14EP,2516,2814,3098,1588,1082,2337
EPG5,8196,3795,4141,5193,3156,5098
PSTPIP2,334,31,102,75,70,40
ATP5F1A,21292,13167,15752,11645,7237,15987
HAUS1,362,147,161,298,219,230
C18orf25,4671,3554,3697,2736,1906,3647
SPC25,117,146,120,53,70,98
G6PC2,16,5,41,6,6,11
PDK1,2153,1552,1911,744,960,1552
PDE3B,2213,2211,2401,1010,1936,1679
TCF7L1,369,127,111,666,322,99
TGOLN2,22245,12807,15299,15630,11261,14728
SH2D6,56,52,47,110,115,38
KCNK13,538,140,126,121,242,119
UHMK1,16687,17229,18409,6918,8068,16963
ATG10,834,674,662,569,294,629
POC5,651,520,666,581,522,608
SPOCK1,24890,17499,15057,15541,12067,18802
FAM151B,265,297,325,122,134,191
TADA1,1992,1790,2011,1367,1106,1830
GUCY1A2,19414,20227,21368,10792,7731,16865
CWF19L2,1498,1785,1939,2008,1402,1651
JMY,5759,5615,6704,5381,4387,5949
HOMER1,12431,12857,10942,1962,3254,8719
XRCC4,265,252,274,308,166,199
BOLL,22,32,7,12,8,22
ZNF547,558,442,535,468,153,220
ZNF773,1037,424,426,852,389,574
ZNF776,3233,2210,2420,2296,1280,1602
ZNF256,1136,686,762,1156,694,784
SUV39H2,611,576,854,655,509,671
DCLRE1C,837,392,435,622,481,357
OLAH,52,16,28,54,11,27
RPP38,527,237,270,363,375,318
NMT2,1929,1509,1624,1117,913,1588
ZSCAN1,458,137,169,204,251,304
ZNF837,255,97,96,191,199,122
USP12,7428,8659,9684,3738,4723,7028
CCDC50,8011,5398,6658,7794,6010,4875
CAMK4,17794,20237,17651,4163,3745,12725
TRIM36,2719,3100,3507,440,738,2225
ZFP36L2,8951,1803,2245,8282,6038,2258
PAN3,3856,2608,3067,3388,2774,2619
PLEKHH2,806,928,1277,3866,955,1053
PFKM,14684,8546,9030,9625,5743,9560
TMEM123,4402,4600,5266,11848,7266,3522
GRIA4,10194,8096,11498,5143,3327,7579
IGSF10,1181,373,395,562,515,525
SPEF2,1780,1246,2089,904,260,1228
SPARCL1,101451,63263,76036,35240,31874,50278
MEPE,386,85,97,54,10,156
MBNL1,10665,6020,8243,7040,4767,5562
CAPSL,39,80,101,11,0,37
NADK2,4073,3130,4903,5956,2018,3051
GPD1L,1716,1005,968,2848,2375,4262
GJA1,25637,24145,31828,82085,12764,24838
CCNO,177,61,83,2,13,117
DDX4,27,19,31,19,34,31
CLEC4F,7,6,15,2,1,3
SLC30A6,1317,769,1991,880,1156,634
PELO,2239,1113,1378,1413,1027,1584
RASGRP3,1665,1807,1615,4429,3248,1776
SAR1B,5132,4111,5398,5336,4214,4997
CATSPER3,68,5,42,6,38,49
GPR180,2815,3091,3420,1662,1639,3200
DYNLT5,142,40,95,123,12,93
DNAI4,773,545,1036,1617,379,492
ANKRD22,445,88,26,7,49,11
FARP1,20727,14512,17245,10613,7663,13419
IFIT5,2543,2554,2052,2399,1787,1965
SLC16A12,383,61,77,52,7,40
PANK1,1872,1416,1668,1008,657,1485
PRDM8,2772,592,1857,372,300,1783
BMP3,82,73,118,19,21,114
HNRNPDL,14417,12597,15228,13526,11442,11073
HHEX,343,107,181,264,274,144
UTRN,17051,9978,11703,22574,10982,7431
GRM1,3325,1450,1707,493,818,3698
PTPRK,10842,10552,9818,11598,8770,9294
GGPS1,2029,2276,2353,1298,1184,658
CNTNAP4,6828,7312,6254,11762,10551,6250
ZNF117,1222,1546,1397,1051,715,1817
RAB3C,42171,34733,38903,1765,6726,26804
LMNTD1,54,23,4,105,9,20
MARVELD2,225,92,126,200,135,70
RAD17,1501,1585,2148,1321,861,1427
MED21,1026,856,1334,855,886,1778
PLOD2,2751,1712,2051,2837,1296,1605
STK32B,769,340,336,358,637,467
NRSN1,6236,3687,5959,992,1312,5519
JAKMIP1,7353,4137,4101,1307,1503,3753
ZIC1,5150,500,1009,4882,1938,598
ADGRA3,4073,3181,3805,9494,2331,3016
CPB1,0,0,0,5,19,0
SREK1IP1,1777,2395,2616,1475,1368,1878
LGI2,2528,965,1164,297,620,1041
CWC27,1855,1114,1284,1576,1020,1022
MR1,538,267,408,302,142,193
SRP19,2127,1599,2205,1977,1175,1705
CENPH,65,64,47,38,40,75
CDYL,2732,856,1231,2863,1465,890
CARHSP1,2078,1088,986,4267,2026,1985
TEKT5,47,4,11,12,10,20
BANK1,95,86,175,153,44,110
TXNDC11,1941,648,715,1421,780,715
DAB2,5841,826,1128,2954,1757,887
ACMSD,97,33,61,27,19,44
ACOXL,44,12,24,29,22,48
BCL2L11,319,317,519,1150,580,492
ANAPC1,6478,3876,4000,3121,2496,3760
CAST,5294,3954,3576,6864,3166,3037
SCOC,2709,13371,9922,2695,4354,9652
CLGN,166,318,156,83,111,312
CETN3,395,770,1083,905,569,805
SMARCA5,10785,9282,10425,10385,8239,7432
SYCP2L,322,156,150,183,177,276
BMP6,680,148,458,466,437,161
RGPD3,547,323,443,267,85,283
RASSF3,2219,1312,1543,1675,2107,1252
HNRNPU,22854,18225,22965,23351,17562,17927
RANBP2,28837,20712,23326,14442,9683,16675
AHCTF1,7773,4939,5281,5813,3548,4890
MERTK,3387,1790,1786,2346,2170,1760
TMEM87B,2794,1308,1883,1237,1168,1426
PTPRR,4297,3086,3238,286,897,2543
NR4A2,2693,1186,860,720,627,1273
CCDC148,495,859,893,289,345,694
PLA2R1,1394,236,386,642,195,537
RBMS1,2468,1041,1488,1100,945,1095
SCN3A,10826,7012,9016,2186,2572,5863
FEZF2,749,436,213,155,201,392
CD96,84,11,20,105,44,0
SLC25A27,2484,2154,2318,1262,1358,2348
CYRIB,8622,4386,4416,3226,3279,4546
ASAP1,10675,7551,4650,5815,3135,6051
TRAPPC8,5721,4375,5473,3643,2997,3962
FAM81B,37,37,14,27,1,17
INO80C,710,383,414,415,355,538
LPCAT1,7340,3770,3264,4508,2501,4628
PLEKHG4B,105,23,51,52,74,21
NMRAL1,1659,719,716,1229,936,829
UBALD1,1299,497,486,955,888,756
C16orf89,1419,388,377,429,538,352
TMEM251,530,545,380,649,480,359
ING1,1283,272,511,738,512,233
TEX29,111,32,34,26,36,86
ADPRHL1,1542,337,416,183,283,436
CMTM7,589,120,59,315,309,136
FBXL2,3456,3003,2660,932,901,2848
UBP1,5049,4512,4020,2692,3143,3580
RMND5A,4079,3221,9627,6326,6855,9819
CD8A,384,178,224,199,190,276
RPIA,629,453,421,571,444,481
PTPRD,29694,29003,27430,29622,24928,21981
LURAP1L,222,116,151,231,162,78
CNKSR3,1532,1218,1523,2410,2885,1304
GTF2E1,1080,721,902,1047,874,734
CFDP1,1492,674,593,903,556,775
ZDHHC7,4658,1566,2138,2052,1716,1808
CIBAR2,0,0,0,15,0,0
C7orf31,175,58,114,264,130,61
TMPRSS11D,196,185,142,114,71,86
JAZF1,4507,3181,3685,1345,1255,3174
CMIP,22905,5639,6368,4556,4877,9025
SPHKAP,7138,5067,4380,732,1907,3813
KCNJ16,1051,310,284,4365,259,626
PID1,3339,2814,4582,2764,1014,3054
TRIP12,24247,14769,15236,15667,11017,12340
FBXO36,737,522,578,1015,371,352
CEBPG,3308,2531,2526,2509,1394,2323
KCTD15,2066,1051,1285,1923,1624,1384
ZNF599,526,388,467,584,431,394
MCOLN2,62,0,12,4,10,0
LGI4,2661,2573,3210,2554,1468,2422
DDAH1,6904,15607,3583,6842,9905,16264
SREK1,5692,6141,7075,4632,4549,5787
CHD1,4428,3122,4003,3627,2831,2331
ANKFN1,399,205,267,1558,183,268
DGKE,4782,3964,5310,612,1513,2586
HS2ST1,6706,6588,7903,5244,2978,5417
MSI2,10441,7672,9948,16412,7946,10003
CACNA2D1,16966,14660,22931,3573,4660,12694
ZUP1,1071,1007,987,716,682,861
HS3ST3A1,342,19,1,296,159,8
GDPD1,1378,1109,1220,922,561,1080
NUS1,4933,5060,5220,2399,2211,4535
SEMA3D,817,779,1748,1044,432,774
PPP2R5E,6942,5240,6254,2724,2898,4776
GRAP,313,105,118,332,107,135
SLC5A10,145,0,4,110,246,20
AK5,20036,16094,19603,3700,5845,14283
CABYR,406,245,440,221,244,314
IMPACT,1821,1579,2084,2018,1886,2155
ANKRD29,818,361,534,330,344,428
SDHAF4,316,235,215,166,127,232
CHST9,733,455,618,1354,467,505
THY1,22519,20443,16272,2411,6169,19474
DNAAF1,583,335,301,349,220,514
C16orf74,111,121,80,166,127,94
TBCEL,3321,1914,3777,3768,2836,2413
JPH3,16958,8799,9556,1496,7136,17101
ANKH,20174,8328,7402,9654,6192,9111
OTULIN,2207,1544,1396,2219,1887,1540
UBASH3B,3196,1450,1845,728,860,1993
ROBO4,2036,519,643,2127,2284,788
ROBO3,961,624,691,1632,947,921
TBRG1,6197,2087,1716,2437,1603,6985
NRGN,74376,25136,16989,1415,10367,34582
RETREG1,3027,4963,4803,3197,3034,4656
CDH12,2802,1551,2159,91,328,1455
GPR15,53,34,27,7,26,1
TOMM70,11259,10402,10737,4299,3899,8382
ABI3BP,980,412,535,2207,346,370
ANGPT1,473,303,580,3069,259,243
PITPNC1,10450,7875,8976,13197,5060,7762
CC2D1B,2398,1470,1472,2692,2210,1375
CERS3,105,55,2,79,71,10
PRKCA,34095,15866,17866,34458,12972,15812
LRRK1,6072,2320,2142,2186,2019,3157
CEP112,1021,520,779,1100,358,420
GAL3ST2,122,28,37,42,49,73
ABCA9,2329,1047,1233,1187,629,721
ABCA6,1840,1372,1271,309,903,959
ABCA10,1306,1207,1300,283,527,1024
ABCA5,6189,6511,9413,1402,2939,6427
ENPP3,69,30,59,157,16,68
C4orf19,1005,258,275,1378,175,197
UCHL1,46479,22442,26229,3102,11911,29844
MIA3,7072,3295,4093,4430,3037,4116
DISP1,1090,313,459,971,620,377
TNIK,15022,11301,10844,18722,10280,9590
FAM167A,3386,1973,1665,5441,1574,2525
NEIL2,1840,1356,835,1033,900,1252
PGM5,1334,663,956,1448,1290,711
OBSCN,3540,1883,1882,1064,1734,2758
LONRF1,2023,1629,1721,1213,1303,1680
TRIM11,2463,1788,1765,1322,1214,2378
ENAH,14383,10250,14926,24603,15107,9897
CCSAP,8839,8767,8457,2138,2676,6391
SH3RF1,4604,4369,4403,3443,3093,4513
GBP5,506,8,167,232,207,73
BUB3,4116,3395,3751,3130,2500,2992
GPR26,7589,4728,3220,54,1097,3573
CCDC173,104,105,167,193,55,47
MMP21,56,22,60,40,8,48
C10orf90,906,1155,1094,3325,3647,897
DIPK1A,3788,3185,3500,2525,2689,3011
ATP5MC3,5810,4012,4154,3134,2218,3484
CNTNAP3B,2059,1793,2390,1069,666,1397
MAGED4,2773,1560,1920,1929,1624,1694
SRSF12,1061,1297,1535,383,496,1098
PDLIM3,995,556,680,2537,717,684
SORBS2,11380,6677,7968,1769,2250,6725
ELOC,2610,2253,1560,1225,1420,1402
LY96,201,27,39,47,30,11
TMSB4Y,0,0,328,374,247,243
CXADR,5519,5353,7341,2198,3601,4814
BTG3,793,551,608,891,575,381
C21orf91,1513,4828,1428,3496,3294,3500
CHODL,86,134,89,97,122,65
NCAM2,21346,21171,23231,11971,7480,15473
L3MBTL4,1918,1103,1120,1015,1164,1065
PDE1C,5457,7133,7118,10026,7811,7083
RABGEF1,4391,3084,2148,3113,1947,2905
MRPL39,951,674,480,700,383,505
JAM2,2679,1509,1496,5468,1081,1227
ATP5PF,2678,988,845,1684,929,1023
GABPA,2109,2080,2723,2430,1926,1975
ADAMTS1,8427,2061,2420,6805,5866,2495
ADAMTS5,561,233,419,624,152,347
TSEN2,1072,755,764,688,558,636
SLFN13,271,101,143,386,241,81
WNT7A,2455,982,865,1318,743,1216
XPC,3217,1533,1765,4210,2565,1981
CCDC174,677,840,623,764,513,461
FGD5,1703,763,959,869,937,771
FLCN,8572,2903,4352,4599,4276,4783
DPH3,1778,1170,1631,2225,1125,1049
OXNAD1,952,578,606,748,935,772
PLCL2,2845,5530,5257,1332,1694,2013
CXXC1,2461,1112,1292,2002,1624,1827
SKA1,61,17,18,3,0,0
PPP4R1,3744,2644,2376,3994,2630,2005
APCDD1,4071,1082,889,5734,4758,1125
PIEZO2,1913,1865,1348,640,3322,1779
MPPE1,1393,1000,1085,1184,878,1068
USP43,1884,626,713,187,518,918
RAB6B,49892,31289,33894,7765,10087,35816
EME1,106,90,50,120,96,39
EPHB1,5217,2506,2261,2159,2684,2098
ACSS1,6351,3303,3251,8042,5233,4591
ANKRD40,8321,7955,8132,16239,16785,9298
ZNF18,840,517,618,880,396,414
CA10,5274,3713,4727,1279,1695,3381
VOPP1,7393,3716,3940,4749,2208,3409
APOOL,1028,743,805,617,483,497
DKK2,852,381,377,62,110,239
CYP2U1,2068,1510,1765,2917,1451,1360
RSPH10B,100,51,47,43,24,24
FBXL18,4631,578,517,752,862,2323
CNTNAP5,7526,3750,3798,744,1529,3758
PROM2,428,206,105,271,469,227
AK9,1112,1271,1501,1088,1044,965
KLF10,3240,2543,2014,1157,842,1467
PTPRN2,28668,13637,13466,3800,5660,19477
AZIN1,17725,20394,26381,12020,10892,18539
ATP6V1C1,18958,15551,16281,4306,4382,12894
PIP4P2,1460,1672,1611,1113,818,1341
OTUD6B,1131,922,864,925,664,734
CDK19,5918,4490,1695,9135,6992,1371
GTF3C6,2337,1228,1603,1673,1274,1260
TTC39B,2836,3109,3075,1233,850,2733
AGPAT5,2137,2790,1214,2479,1321,2703
MMS19,6310,2332,2769,4609,2671,3260
PI4K2A,5673,1942,1702,2826,1877,2808
MARVELD1,1223,392,394,1735,172,542
ZFYVE27,3669,2160,2194,1630,1692,2967
GOLGA7B,2512,3555,2771,706,1749,1884
GPR78,971,387,224,285,268,352
TRMT44,2150,1049,941,918,1529,1138
SLC25A28,2141,958,985,1938,1364,990
HSPA13,7906,7516,9266,3710,2971,5990
SAMSN1,2197,793,1108,918,870,586
USP25,5813,4203,6577,2830,2682,3587
GRAMD2B,2283,1748,1570,7303,3951,2308
ZCCHC10,359,516,694,314,343,583
C16orf87,1435,1923,2390,573,815,1651
MOV10,2333,639,747,2636,1257,754
RHOC,3115,703,815,4055,1189,1160
PPM1J,319,264,218,202,154,448
