GENE_ID,treat_1,treat_2,control_1,control_2
SPNS3,153,41,178,240
CLEC4G,455,81,6,44
SATB1,14574,11788,4494,5082
NXPH3,1566,3300,3236,2060
CSF1R,24159,5129,16035,13850
EPHB3,2513,874,1205,574
SNORC,2482,391,3326,593
HS3ST4,3153,4834,910,1857
TRAK1,12213,6495,7865,4569
TSPAN10,53,25,102,38
PLCB1,17045,13196,2969,4139
SKA2,1219,1597,2177,1859
RXFP3,156,96,14,6
NDN,5509,2754,2220,2202
NTM,8414,4558,8859,3327
TTC3,38456,29587,12710,16980
KCNB2,1590,1051,68,144
PPP1R27,17,13,31,38
BRICD5,620,534,885,818
GALR2,23,10,8,0
RESP18,126,27,7,0
IGIP,4077,4724,3887,3926
TSKU,1650,255,822,516
CMC4,339,158,230,331
ANXA2,4812,373,4298,823
RGS6,3105,1639,2987,762
HOXB4,20,0,0,0
SLC35D3,18,0,3,14
PAQR7,1787,742,1424,651
PAPPA,2863,731,954,477
MAFA,30,11,11,16
NGRN,30626,21771,10495,14083
GRID1,6821,2950,5808,3785
RPS17,5128,2739,4950,3052
HCAR2,75,4,2,12
OR2T29,20,30,0,0
CCDC87,144,39,102,52
C1orf116,34,9,27,50
CRIP2,7084,3636,4083,2571
DDX28,908,337,615,402
ACBD3,3970,3891,3296,3220
C16orf72,11509,6738,6522,5173
PLCXD3,3155,2464,1695,938
VMO1,139,41,44,34
ALG12,2170,836,1984,1405
LCK,109,10,150,94
GALNT9,7553,3542,281,1142
COL18A1,9884,1340,4841,5875
RBM10,5259,2417,4024,2727
ADGRG3,197,0,31,30
GLUD2,459,377,368,444
RPL35A,5546,2321,4402,3058
RGS7,4661,3776,789,864
SLC25A18,5469,3044,6571,2707
ZNF721,4723,3905,3617,2389
TCEAL7,3180,4051,1154,1968
C11orf54,1402,1085,1834,1096
CEP63,1783,1679,1436,1114
SRPRA,6796,2656,4458,2671
EWSR1,9565,6629,8983,5865
ODF3L1,33,18,20,14
HMGN4,1502,1079,1109,692
SPATA13,8923,2386,14326,10585
GJC1,1167,999,824,1128
SOX1,985,197,737,422
CNOT10,1480,1014,1094,920
MTA1,6216,2262,4587,4059
ZNF662,951,955,1335,734
CADM1,12484,9314,9360,6530
ZNF320,376,347,285,261
C12orf60,224,121,178,133
PYCR1,792,322,396,364
NAA38,1748,370,812,666
SPNS2,6120,2538,3987,5039
MCEMP1,54,17,4,0
AP2A2,19121,4681,4925,4096
SLC8A1,39453,40625,5466,13994
SLC25A21,32,5,31,14
PCP4,1776,1902,219,306
ABAT,28559,17895,9277,13713
SLC25A10,565,364,294,285
CAMK1D,30333,10752,5085,5096
RGPD6,6989,7655,3280,3455
LYSMD4,1003,797,1622,1173
WBP2NL,225,151,493,198
IGSF5,36,34,97,68
AFMID,1347,1050,1633,1866
GAS6,6790,2375,4593,3116
FREM3,2728,1165,156,262
NEB,2951,1214,1275,1218
BEGAIN,4683,2717,1585,1253
GPC6,1647,839,2363,557
ARHGEF37,1777,2056,3068,4112
FAM43B,1152,608,958,355
CSMD1,22551,11796,3608,5736
CALHM3,23,8,0,0
PTGDR2,126,223,260,341
CEP57L1,1150,940,723,741
ANKRD20A2P,482,395,202,226
GPR19,477,364,318,163
GJD3,43,0,1,7
RABIF,1906,818,995,728
TMEM119,2748,744,2189,2902
FANCF,813,584,703,560
CALN1,15689,7970,1455,3275
SMDT1,1644,1298,1369,1284
C2CD4C,3631,1932,177,945
CHST6,4600,1949,10601,4717
RUVBL2,4866,2113,2578,1826
GDPGP1,539,103,294,169
CTNNA3,1477,3349,5670,7556
RIMBP3C,91,50,45,46
PRR36,5221,1427,335,1716
OR51B4,5,0,17,6
PTTG1IP,12382,5222,6882,8631
DDX41,3978,1648,2303,1363
CCDC60,42,32,8,0
PLGLB1,504,264,285,184
DAZAP2,7451,4127,10816,2224
CCBE1,737,307,35,322
SELENOF,2729,2561,2399,4013
TMEM121B,5443,2559,688,1202
ZNF623,5557,4476,3139,2442
EPHA10,1886,570,121,733
CCDC125,669,690,1020,538
REC114,15,13,8,5
BOLA2,843,202,296,227
BCOR,4564,1887,2851,1912
JRKL,814,685,716,333
CABCOCO1,344,341,520,209
GBP6,85,6,31,32
KIAA2026,2685,4460,2187,2203
OVCH2,13,14,21,39
SYNDIG1L,359,125,96,183
FHL3,890,211,795,408
C19orf71,246,299,208,346
CCDC159,801,422,739,828
LRIT3,137,38,66,41
NPIPA1,2986,1382,1459,1663
SF3A3,4524,2297,3416,1723
TRIM61,24,25,66,49
GRIN2A,42101,34085,4057,5155
GTF2H2C,632,395,976,500
ASB7,1694,924,1363,851
SH2D7,56,4,118,27
TREX2,348,146,433,164
GPR132,518,148,187,274
MX2,1009,393,346,646
EP400,16805,5513,9821,7381
MEX3B,1350,1117,279,760
TENT5C,404,48,386,1027
COA5,2239,2521,2228,1569
UTP11,1268,785,929,647
PSMG1,1490,1064,544,560
PRR14L,10788,8217,6991,5572
KLRC4,73,0,49,95
ACSM5,433,272,449,512
SERHL2,340,137,254,267
PCBP3,643,274,130,399
PGPEP1L,33,10,23,23
SETD3,5580,4586,4136,4586
TNFAIP8L3,1165,579,205,198
ZNRF3,6858,2796,3799,2390
FBXL7,2723,1063,5056,2707
TANGO2,3410,1366,1538,2276
H3C13,376,92,125,134
SFXN4,1080,606,846,434
FAM167B,71,8,30,25
MRPL54,1186,492,601,428
ZNF438,636,526,1134,392
HMCES,3047,1850,1646,1042
DGCR6,1753,945,1273,865
RP1L1,20,19,16,50
HOATZ,0,22,16,15
ZNF530,296,211,236,90
NDUFB1,2250,765,1075,1203
MARCHF11,264,146,16,59
KLHL25,2457,573,1707,873
TAFA1,3232,2813,76,325
TRMT12,1476,1145,812,633
PSG9,34,6,7,14
GPR1,30,18,16,0
BMP8A,298,148,161,307
ALYREF,1293,474,772,539
RFLNB,2491,352,374,900
EFHC2,364,323,477,93
NOG,378,395,248,242
UPP1,2093,1032,713,502
OPCML,24903,14290,2237,4715
TRIM52,2162,495,2086,1417
LHFPL6,5369,1613,5038,2055
CMTM4,20831,14321,9960,5139
TMEM50A,5248,3695,3835,4009
ASCL2,179,44,14,67
TBK1,2510,2290,1289,1320
CBX6,56850,31756,17697,27485
MACC1,67,5,24,0
TBL3,2439,968,2274,1427
ACP7,61,90,112,150
KREMEN1,3756,1905,1725,759
TRAIP,260,159,150,81
CHEK2,338,75,211,175
FOXL2,138,87,161,126
AIFM3,3934,2785,3808,2235
KCTD16,21900,17992,1006,2236
B3GALT5,226,251,1138,371
ZNF703,3555,854,1717,1406
SLC35F3,2392,1954,97,523
KCTD8,1233,1108,688,885
TUBA8,715,425,93,180
NPIPA5,1344,818,739,742
EMILIN3,350,223,1476,605
OLFML1,246,86,174,111
FAM162B,328,375,81,128
RBM12B,4590,4079,4569,1984
CCR4,57,11,18,0
LIN9,259,147,234,146
BTBD9,13709,3753,2029,3347
NUDT14,1962,1038,348,1051
ANKRD45,630,454,869,239
CFAP91,377,315,480,138
PNMA3,5338,3374,665,1012
GPR39,120,103,27,41
FAM3B,24,0,6,0
ZNF730,86,68,242,80
KIRREL1,1267,220,817,727
IQGAP3,621,53,15,159
TOB2,5800,3579,10571,6265
SCN5A,829,121,150,265
ARSI,388,68,338,197
UTY,0,0,3910,2886
SRARP,249,143,271,326
AC138969.4,6313,2691,3186,3802
TTC32,453,483,693,410
LRRC55,4666,1387,3567,568
DNAH2,701,365,493,197
SH2D1A,35,0,71,17
SDR42E2,31,3,42,32
PRKX,1591,561,1880,1326
KMT5A,2550,971,753,834
KCNH8,1339,2634,6143,7275
SMTN,1598,564,1762,1725
NPW,103,5,6,57
PP2D1,114,61,70,64
COA3,3041,1646,1783,1340
NPB,374,133,256,267
ST6GALNAC3,1428,1555,2270,1984
PTP4A2,10744,11982,15433,16688
ACTG1,56092,14860,38777,14304
DENND5A,16635,10617,26116,19671
OR2T10,7,20,0,0
DIABLO,1890,1676,1920,1127
VPS33B,1322,1175,837,458
TBX1,49,21,11,4
ADAP2,2956,549,1263,1727
UQCR10,3729,1206,2128,813
FAM120C,6491,2939,6642,3888
EIF3C,12281,3933,8057,4986
CLDN5,2227,590,2570,3098
NIPSNAP1,2320,3023,920,1858
CNTN2,17546,20212,35835,33548
LRTOMT,678,396,870,786
KCNQ3,31841,20987,3225,8330
ADRA2C,880,529,248,208
NR2C2AP,414,318,386,218
C1QTNF12,70,43,36,126
CRELD2,1928,880,1417,953
OR1D2,5,3,6,0
SCFD2,2983,1622,1763,1285
UBE2F,1999,925,1122,1062
KCNJ12,1794,786,156,352
GPR173,3640,1320,2536,1672
PPP1R2,4112,5991,2110,2319
TSPYL2,10961,9576,2146,3690
GOLGA6L4,176,123,135,112
PGP,3488,1537,1289,1469
SNRNP35,709,244,665,421
IRAK1,3981,824,2619,1261
CMSS1,1888,1209,755,568
OLIG1,8526,6287,21352,21749
PCDH9,78629,121316,90688,84417
ACOT1,389,267,330,189
OAF,3136,1133,880,2090
ALDH1A3,1630,378,925,240
H2AC20,2764,1425,3930,1435
KCNK12,4766,1952,426,1067
H2AC21,657,477,708,485
POU6F1,5462,1950,2041,2041
TM2D3,2711,2275,2072,1777
TSSC4,924,309,928,367
TACSTD2,43,25,63,53
CLECL1,55,4,14,9
PRKD1,1667,869,2300,817
CCSER1,3179,2583,285,561
ZDHHC23,3301,3341,566,269
MROH7,1035,571,1506,499
SRPK3,285,277,682,733
SLIT3,12715,2133,924,3192
EFNA5,3776,2516,764,586
MRGPRE,22,11,0,24
H1-5,856,14,123,167
SPATA32,15,2,16,0
PKP3,164,34,28,52
MAP7D2,6363,2986,292,945
CSF1,3605,1211,4872,2545
COLEC10,58,60,11,58
ACTRT3,274,150,163,108
PLA2G6,1891,1121,2025,1695
MAML2,4791,2182,7565,3589
PABPC1L2B,1132,526,132,192
A3GALT2,21,9,8,12
SS18L1,3958,1853,1514,1498
KCND2,5527,3589,2735,1438
TOP1MT,1178,662,695,650
COPB2,9840,7229,7692,4481
LRRC19,66,131,117,93
THAP7,1138,370,929,653
KNTC1,1359,807,904,652
CCR10,423,173,246,176
NCMAP,29,48,63,108
WDR27,1915,1370,1456,1286
TXNRD2,1643,868,1026,907
C1QTNF8,21,0,40,8
FOXO4,2267,2276,6158,5032
POU3F2,3276,3452,7473,2911
PTP4A3,1642,862,863,883
FOXD4L1,46,25,29,31
TMEM255B,497,129,160,194
PROS1,1807,452,1306,457
NUTM1,25,10,33,15
HDDC3,745,388,518,321
BEX5,1657,1567,153,330
ZFP1,1652,1198,955,853
CEND1,9002,3697,1383,2568
DUSP8,13029,5163,1510,5275
SOCS3,10599,183,1430,649
SLITRK6,101,75,89,61
LPAR5,2470,277,1580,1083
XPOT,11729,8624,7272,5406
STING1,1444,233,453,529
PDE4B,13625,7940,19579,9213
TAFA3,0,0,28,0
C14orf180,108,25,16,67
SNN,22425,17187,13587,8115
KCNH7,5144,4555,154,738
NELL2,39355,24133,3541,5315
KRBA2,522,469,1065,832
MED12,4543,1779,5529,2852
ZNF93,356,169,214,259
SEPTIN9,8303,4460,8051,5331
PRSS55,55,26,28,24
FOXD4L4,277,201,93,61
CDCA2,72,6,5,19
RALYL,3376,3269,196,973
AMER1,862,913,1322,882
ZBTB40,5141,1753,4651,2631
H2BC21,2542,1014,3375,1602
CLDN6,12,0,0,9
OR51M1,57,7,42,13
SEPTIN5,4932,1534,613,2400
EIF4ENIF1,4185,2422,2784,2234
LRRC26,23,16,0,7
SERINC4,16,27,25,7
RNLS,470,184,220,218
APOBR,508,27,86,95
FAM110C,843,405,510,402
DDX53,91,55,169,15
ATL3,5868,3231,6077,3645
NDUFA12,1122,1012,726,926
SMIM10,205,15,346,103
DYNLT2,175,155,269,276
UBE2G2,4195,2347,3704,2518
SATL1,195,98,57,38
OSBP2,5083,1997,2358,2575
TRARG1,35,12,0,21
ZBTB7C,1050,289,875,563
APOO,1400,797,713,521
PRR16,432,240,304,143
TMED9,4758,1784,2574,1759
DRD1,2366,1384,135,414
TMEM186,592,428,491,340
SDR42E1,45,8,14,0
RBM33,8272,5285,3791,7714
ARMCX2,3135,2113,1467,1375
BTBD6,4566,1273,1196,1661
H1-10,4201,1476,2298,1748
RBM43,687,342,1105,379
SUMO3,9716,5782,3809,3434
IMMP2L,459,338,469,214
TCEAL2,798,1036,490,430
CLCNKB,30,6,17,0
DMRTC1B,392,143,62,89
JAG2,5166,1553,1179,2202
FMNL1,7448,2196,1225,1915
NUTM2A,1403,699,1179,1388
PTRHD1,1315,384,717,444
LCN12,300,76,236,53
OR6A2,119,106,5,6
ZFP90,3405,1559,2624,1437
FAM227A,579,328,583,220
MUC6,827,665,170,718
NOC4L,1309,652,628,737
USP18,267,109,322,212
NDUFA6,888,1231,511,467
CHRM5,53,120,121,80
SORCS2,4467,1754,5381,2084
TMEM121,145,41,10,501
TMEM106A,1202,119,675,240
SIVA1,1514,608,1255,863
BRI3BP,6453,4543,2227,2399
IFNE,18,0,37,56
SLC22A10,205,288,39,20
DGAT1,2077,952,1430,1314
ROBO2,10471,6115,1735,2015
AP3M1,3867,2296,3554,2072
F8,1579,1208,1644,389
NT5C1B,14,12,7,3
CA13,599,393,624,306
UBOX5,1782,1097,1144,1051
MAFF,745,120,755,1048
BRF1,3538,1843,3153,3011
LRRC14B,57,0,2,23
SEMA4B,2026,837,1647,816
SPDYE16,226,47,156,98
CIB1,3718,1020,2561,1031
ANKS1B,12875,10924,4232,7104
NELFA,1887,801,1586,1540
SLC24A3,4683,1978,2947,654
SGCZ,736,584,320,413
EFCAB10,88,129,90,54
C5orf47,22,26,10,0
FLRT2,16582,9303,2778,2937
INTS5,3019,1069,1782,1422
RPS27L,1121,767,3183,1197
MANEAL,1538,420,452,561
ADSS1,512,260,393,467
ANO9,86,20,67,53
FAF1,5707,4128,4403,3647
MYADML2,412,209,35,75
FAM43A,1266,354,652,676
NSMCE3,1579,1214,943,1051
HSF1,2740,928,2053,1626
C6orf120,4232,2837,3197,1974
PURA,17927,1288,19769,21102
H2BC13,259,67,36,27
INPP5J,1740,784,234,496
NPY2R,269,332,64,67
MIXL1,4,0,37,26
MFSD6L,21,0,11,61
LRRC37B,1715,909,1528,844
DDX51,3547,1498,1978,1742
NOMO2,17959,7632,7924,7235
AQP12B,31,22,0,0
SIGIRR,404,231,531,442
NRBP2,4918,4272,5885,6747
IFITM2,1940,110,821,285
TNFAIP2,3368,268,831,1150
ZNF445,3658,1781,8787,6985
PGBD2,667,260,423,403
TCEAL9,560,888,673,686
RAB11B,9092,2932,8127,4898
PRMT3,1576,1469,1527,1271
GP1BA,222,199,420,76
PRPF39,1404,2351,1337,1495
PPIL6,403,277,483,114
ZNF74,1053,402,617,677
KIAA0825,1852,1817,688,526
UBALD2,1126,532,1248,896
CDNF,51,65,106,103
NOTUM,169,189,158,148
KLHL33,166,97,183,105
RBM11,245,207,87,158
GALNT17,19411,7852,1192,2925
ZBTB37,6180,5734,10538,8632
NUPR2,74,34,13,16
IL3RA,617,266,682,488
SPPL2C,79,19,25,61
CCDC137,426,480,532,671
SFTPA2,50,28,36,47
RGPD2,263,358,349,418
ARL15,2333,2506,602,773
C12orf56,114,67,149,203
CDK10,2796,991,1653,1266
SOCS1,187,44,162,41
TCN2,2042,584,2601,1061
GAS2L1,4498,1817,3292,1637
ATP6V0A2,2380,1422,2128,1838
PRKN,2515,1673,941,900
TEDC1,624,428,401,490
HS6ST3,17129,7398,732,1274
HGS,9046,3035,5211,4379
TNFAIP8L1,3638,2462,872,1529
RAD51D,2283,1205,1408,1085
MAPK11,5142,2281,827,1133
SP140L,538,113,345,265
MRPL30,836,528,735,640
TARS3,2778,2667,3284,3122
SMYD3,1567,1098,851,937
METTL7A,8084,906,4054,1993
IFNLR1,190,101,154,70
SH3BGR,408,448,477,388
FAM174B,1206,786,377,496
FAM47A,147,69,4,0
ZSWIM9,2448,1123,1562,2316
TMEM179B,1147,402,960,525
GPRIN3,4701,3165,1774,1572
PARPBP,194,94,60,60
STAC3,290,76,110,80
ROR1,439,327,1046,440
MUC1,287,18,284,11
FAAP100,3080,942,1825,1643
IRF7,874,265,673,779
L3MBTL1,3302,2112,2075,2542
BRCC3,922,806,613,587
SV2B,23665,19401,1392,3158
FAM131C,543,187,151,249
LMNTD2,87,36,40,76
PDE6G,15,12,5,7
PRKG1,2415,1950,2724,802
NR2F2,2642,800,1957,1480
DLK1,28,0,315,0
TLCD2,451,66,378,151
LSAMP,33775,31343,32976,16378
AHNAK2,13098,7722,5508,5048
OLFML2A,1779,380,1849,365
SP1,5544,3089,9618,4983
MRPL40,1193,611,787,508
DBX2,487,288,2959,505
INKA1,452,196,282,356
PDIA2,991,817,225,1227
PCGF3,5745,3200,3641,4922
LMLN,1148,817,834,536
P4HB,9844,3324,6333,4594
PSMD13,3006,1577,1493,1377
PBX1,15300,11593,5952,6384
NDUFA4L2,578,343,453,1093
SHC4,738,776,1521,880
ZFP36L1,11592,4444,14928,5825
UBE2L3,6954,3352,4526,942
NTF3,26,0,3,4
BRWD1,18680,20302,11544,12003
PMEL,23,14,50,7
SYN3,4132,1117,440,989
POU3F1,228,85,87,47
SNAI3,1673,586,304,511
ZBTB3,910,207,1305,816
LYG2,66,27,33,53
MORN5,24,36,57,10
MYBL1,359,460,522,474
MOSMO,3083,3691,1053,1185
DRG1,3777,2651,2297,1448
ANKFY1,10979,6721,14996,8146
YTHDF3,1573,1775,1786,3352
ZNF696,314,264,201,237
ADARB2,5626,1863,7435,7176
NRG3,4146,2376,1906,1075
SRL,154,31,102,115
C11orf87,9147,6953,160,1494
IFIT1,3032,2374,2300,1916
CXorf38,1435,829,1410,1187
CLDN24,33,24,23,7
KCNQ5,6675,5362,204,721
ADAMTSL5,119,32,65,100
KCNIP4,3750,2984,444,888
MORF4L1,16255,13729,11094,7208
WDR53,416,260,322,323
DMWD,3784,2163,3878,3384
SLC52A2,714,350,670,730
PIGP,871,725,1315,777
IKZF1,3375,726,1425,1159
PCYT2,2233,1297,1977,1351
NAT8L,29826,26514,20350,14017
NPAP1,175,98,70,307
BCAP31,5497,4152,2657,2642
ARL17A,2570,686,1163,1023
GNB1L,902,324,231,277
DNAH14,855,909,309,549
CCDC190,60,107,537,87
EVI2B,491,276,372,353
NPIPB4,3490,1483,2233,1773
ZNF829,773,705,596,466
THNSL1,1322,1391,1281,442
TRIM69,4888,3162,3071,1970
ATP6V0C,27300,6394,6315,6551
IFITM1,1618,294,940,629
LAMP1,13080,5207,15443,8025
FFAR3,105,4,10,46
POMK,2290,1340,798,1032
C16orf54,251,38,149,102
KLHDC8B,2059,798,902,591
KLHL34,911,400,138,140
SETD4,1152,694,896,1011
PTCH1,2837,1581,4549,2098
RTN4RL1,6302,2163,86,668
CALHM1,597,266,32,34
NKAIN3,1194,786,1407,1131
RNPC3,2611,2171,2412,1774
ZNF267,856,447,720,818
IRS2,15314,5178,12947,6155
C7orf61,105,55,297,232
FAM186A,89,32,97,133
BICD2,8855,3754,4183,3978
CCIN,87,54,20,4
TMLHE,1799,1172,1515,798
GRK1,44,8,34,65
SLITRK2,7257,4815,8709,3800
PLK5,124,62,36,65
RASA3,8151,2670,8045,5525
LRCH3,3717,2467,4564,4071
LEMD1,17,4,19,5
ATP4B,10,0,13,9
NDUFA13,6320,3002,3458,2305
ZNF566,828,955,502,932
ZNF529,3118,3073,2598,2337
ZNF284,712,426,689,526
HTR3E,11,12,24,14
DLEU7,753,585,280,395
TAL2,8,3,15,14
AIDA,2903,2134,2809,1653
CDIN1,467,374,544,494
CD300LF,219,37,84,71
KRT5,100,120,2,0
GSAP,1841,1108,1277,805
AGBL4,2492,1545,481,292
CYP2R1,515,352,448,399
LRRC70,107,93,20,96
ANKRD46,3844,5586,1899,2260
PIP5K1C,30316,8883,4450,6034
CYP4F2,55,9,17,0
TEX38,41,52,41,27
ZBTB6,1297,1556,1282,894
C2orf76,268,222,431,125
TAS2R42,24,8,6,11
POLR3C,1800,757,1078,735
UBL4B,137,3,16,44
WWOX,1459,972,1572,999
CYP4Z1,133,89,5,38
CENATAC,2140,1534,1902,1534
BCL9L,4750,2184,3655,1973
POLR1D,2389,1535,1411,1037
KIF18B,267,20,267,227
ZNRF1,3609,1548,728,1495
FFAR4,365,100,61,72
SAPCD2,2604,777,1165,1931
EDARADD,18,14,22,17
SLC51B,58,16,127,63
CYP4F12,97,137,680,12
MTARC1,1986,996,1313,698
SOWAHB,1413,909,27,118
BLOC1S4,543,175,371,200
ZNF749,1117,558,663,345
KLHL32,2248,2750,5304,4097
MRTFB,27043,11598,4277,2587
BTLA,44,3,10,37
ZNF17,1546,282,1610,942
KDM4D,211,77,175,124
GPAT2,568,163,676,633
TOR3A,1830,655,1357,806
PABPC1L2A,1119,495,140,192
GABRA5,10079,8229,399,2304
PPP1CC,5514,3178,5544,3361
ZNF555,1935,1382,2146,1479
NAP1L3,11866,12920,2774,3039
PRELID2,461,286,305,289
BACE1,16689,10932,16678,16166
RGS9BP,122,98,156,113
SLC36A3,16,7,21,38
THBS2,9395,3702,14316,8695
RXRA,8647,4264,7255,5276
ANKRD37,361,301,676,453
NUDT17,312,104,242,85
MINAR2,60,26,2,0
ZNF75D,1174,471,859,373
CYP4X1,1647,1260,141,357
KRT10,925,605,904,466
GOLGA8R,485,214,414,440
CD300E,277,17,38,7
CCDC30,1423,890,974,425
NKRF,1545,2110,877,715
GLDN,1018,1869,3472,3600
FCAR,194,6,5,28
KPNA4,11064,8478,7788,4884
TRDN,23,43,18,5
ZNF501,83,75,365,193
ZNF197,3045,2612,3245,1958
SPATA12,118,44,150,57
FAM228A,38,180,19,181
NAP1L2,6542,9223,1389,1871
RPS23,14347,7800,13078,7209
GNG2,7775,1177,2411,4697
BTN3A2,554,358,685,241
AKAP14,26,25,3,42
PCLO,52446,27260,2557,6755
RGS7BP,9665,5956,944,1054
INSIG1,3694,2549,4694,2230
MYT1L,25210,12916,1220,4224
ZNF396,332,193,478,132
TMEM222,2204,845,2532,900
CLCNKA,19,0,52,6
ARHGAP30,2962,631,1418,1256
SEPTIN10,1213,1308,3007,2620
FAM86B1,1102,599,512,524
CYP4F3,231,211,1666,96
SMYD4,1773,985,1561,1068
FOXD2,89,2,49,34
GPATCH8,6622,3550,5528,4102
CEACAM19,365,95,133,117
NF2,4966,3166,4375,3900
SMIM29,2286,899,1146,840
SPATC1,102,32,59,48
UBE2H,12813,8084,11581,10274
HPDL,237,125,397,175
KATNA1,645,424,899,468
FSD2,160,108,171,214
ARAP1,11282,3726,8525,8529
KIF24,400,159,629,320
PDE2A,27165,11707,1581,4513
SPDYE17,2,14,13,18
CARMIL3,2211,1005,767,996
PRR5,1409,699,456,915
ZFP91,11196,8954,11592,9483
C17orf58,515,317,311,237
BCDIN3D,365,303,549,298
MAGEE2,252,153,159,93
CYP27C1,205,45,62,0
LYRM7,3260,4587,1950,2619
CFAP73,86,42,74,26
CCDC73,35,73,11,43
BCR,13321,5570,8099,3790
MPPED1,11913,7107,703,2399
FSCN2,65,20,106,62
SPIN4,903,837,645,632
ZNF732,192,150,37,29
SPIN2B,151,135,91,56
FOXE3,23,3,0,0
HYAL3,340,136,238,253
VSIG10L,384,158,160,182
CXCR3,92,21,85,35
ZNF397,3011,2367,5475,4176
ZSCAN30,1889,1768,3091,2618
TPCN1,6157,3073,8151,4620
LILRB4,3009,191,1416,648
TNFRSF4,53,19,44,0
HEXIM1,9721,7355,7908,7939
SELENOV,40,15,12,3
TRABD2A,828,722,130,163
PDZD7,1819,1252,287,729
POFUT2,1712,861,1617,1356
QRFPR,129,132,59,49
MAPT,70879,37025,32275,26437
ERCC6L,167,120,170,112
TMEM17,595,346,240,199
TNFRSF18,115,14,12,50
C1QL4,19,4,88,30
RTN4RL2,5692,1037,136,619
ZDHHC17,7314,10156,5939,5294
SERPINA11,0,2,0,0
P2RY4,58,11,37,28
ZNF395,2959,1167,3803,2185
ZACN,139,439,406,352
PPARA,874,284,1290,640
TMEM232,1034,1250,715,499
FAM183A,24,0,34,0
EFCAB6,997,745,581,378
KANK3,842,394,798,1143
EMID1,2466,1398,2490,1522
ACTL7A,2,19,10,12
RHD,165,89,135,92
ESPN,68,13,21,65
PTRH1,419,202,228,196
GPR141,55,13,27,25
TMPRSS6,77,26,47,27
CYP4A11,8,11,6,0
TMEM216,561,136,746,194
RPS19BP1,856,1065,1214,699
TMPRSS11A,129,87,88,47
TMEM262,305,261,605,432
C3orf70,7267,4082,9747,4916
TEAD1,5469,3383,9301,3005
OR2AK2,92,34,24,1
PLCD1,2622,620,5987,1024
CCK,5536,3906,254,1597
ENTPD5,1703,1314,1807,1123
MITF,1182,685,1545,1587
HEATR4,517,131,311,368
NAP1L1,13839,13181,14024,11165
LILRA5,249,0,17,14
CMC1,630,860,641,901
SLIT1,31185,19024,2106,5194
LYPD6,1827,1175,2028,714
AKR1C1,992,530,1118,359
VSTM2B,4204,2397,1286,2988
FOXD3,0,0,14,0
SPATA21,29,18,86,36
RNF220,9350,6068,11024,10938
ANGPTL5,32,25,28,0
SHTN1,10208,17087,16937,15234
H1-7,87,65,41,23
RP11-195F19.5,378,378,188,200
ZNF546,885,541,738,199
TSPYL4,24030,20386,7680,7038
MT1X,8748,612,2560,1556
GCNT1,328,711,129,280
SESTD1,7688,10023,8926,6157
FNBP1,7152,5823,12523,12281
DYNC2H1,8697,7761,6947,4090
MAGED4B,2931,1674,2026,1713
BCAM,2922,634,2753,1691
RSBN1L,1443,2295,2543,1948
NPSR1,18,7,7,44
WDR86,1888,543,308,533
EPOR,684,221,561,451
FAM9C,6,4,0,0
DCC,2495,3167,1924,1260
TAF9B,1903,2232,1791,1135
PCDHB13,2035,1050,1266,539
MAGI2,14644,13402,12013,12057
LUZP2,3102,4035,6415,4291
LHFPL3,1773,1204,1507,1845
CHP1,10774,6500,6497,3693
FPR3,689,45,130,83
H1-6,11,12,25,51
C11orf96,2846,353,241,1368
KCNJ11,1283,845,144,206
COL4A1,9386,706,3514,2701
PLEKHG7,22,17,34,0
GJA4,540,82,251,505
PTMA,9276,6014,11881,9771
HSPA14,727,559,382,175
ATP13A5,276,157,333,180
SIRT7,1146,908,973,735
IFT140,2964,1589,3163,1524
AGMO,17,32,14,28
CYP26C1,73,53,30,99
TLR5,441,206,216,276
USP7,12988,7947,6354,4939
NANOS3,97,43,46,19
FOXD4L3,190,154,23,45
NHLRC1,579,335,301,333
PLEKHN1,9,0,15,0
ZNF385C,184,128,212,247
MAGEH1,3999,4034,2362,2840
TET3,7743,3750,5429,5367
ZNF286A,659,429,501,658
ISG15,2017,661,873,1143
EXD3,1730,879,1560,1712
C17orf97,486,250,331,154
ZKSCAN4,974,435,830,519
RGPD1,449,370,340,357
DHRS4L2,326,214,285,117
SAMD11,455,91,251,280
PERM1,26,0,6,7
VMAC,602,236,653,651
HAPLN4,1805,527,385,13
ERC2,7487,7590,781,2033
B3GLCT,2413,1898,2907,1351
SPRY4,2664,1210,2493,1498
ERAS,32,3,24,9
TRPV2,2444,504,368,537
EZHIP,119,8,58,59
C2orf88,309,1548,3996,2115
TMEM203,2830,1353,1588,1278
KBTBD12,722,215,491,376
THSD4,3083,803,831,1069
DNAJB13,71,6,71,28
GABRD,6702,1565,208,773
TCEA1,3306,3094,4260,2640
NHEJ1,602,113,296,218
FANCA,857,375,321,262
SECISBP2,5180,3423,3927,3865
OR52B6,7,7,20,22
C9orf153,22,3,24,19
SEMA4D,14469,8954,18385,27865
LIN28B,61,37,11,0
DIPK1C,1278,1434,4704,2782
DNAH17,966,818,2658,1986
MCRS1,2767,1323,1987,1416
TMEM72,82,51,72,14
FANCM,916,894,615,627
FAM205C,31,27,29,16
ZNF70,1823,573,1822,1098
CARD9,1075,159,502,641
PEAR1,947,315,660,1029
ZFP69B,1158,706,338,325
